;GEOIDCORRECT;NAME;variable;estimate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1274;36081040701;Census Tract 407.01, Queens County, New York;poverty;3711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1275;36081040701;Census Tract 407.01, Queens County, New York;med_inc;73608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1276;36061000100;Census Tract 1, New York County, New York;population;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1277;36061000100;Census Tract 1, New York County, New York;poverty;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1278;36061000100;Census Tract 1, New York County, New York;med_inc;NA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1279;36061013603;Census Tract 136.03, New York County, New York;population;4069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1280;36061013603;Census Tract 136.03, New York County, New York;poverty;4069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1281;36061013603;Census Tract 136.03, New York County, New York;med_inc;111912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1282;36047101800;Census Tract 1018, Kings County, New York;population;2176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1283;36047101800;Census Tract 1018, Kings County, New York;poverty;2176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1284;36047101800;Census Tract 1018, Kings County, New York;med_inc;86188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1285;36047031701;Census Tract 317.01, Kings County, New York;population;3792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1286;36047031701;Census Tract 317.01, Kings County, New York;poverty;3792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1287;36047031701;Census Tract 317.01, Kings County, New York;med_inc;88325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1288;36061009600;Census Tract 96, New York County, New York;population;220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1289;36061009600;Census Tract 96, New York County, New York;poverty;220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1290;36061009600;Census Tract 96, New York County, New York;med_inc;98846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1291;36081064500;Census Tract 645, Queens County, New York;population;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1292;36081064500;Census Tract 645, Queens County, New York;poverty;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1293;36081064500;Census Tract 645, Queens County, New York;med_inc;87632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1294;36005042901;Census Tract 429.01, Bronx County, New York;population;3257;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1295;36005042901;Census Tract 429.01, Bronx County, New York;poverty;3248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1296;36005042901;Census Tract 429.01, Bronx County, New York;med_inc;38833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1297;36061027900;Census Tract 279, New York County, New York;population;11410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1298;36061027900;Census Tract 279, New York County, New York;poverty;11410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1299;36061027900;Census Tract 279, New York County, New York;med_inc;51599;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1300;36047098400;Census Tract 984, Kings County, New York;population;2233;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1301;36047098400;Census Tract 984, Kings County, New York;poverty;2210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1302;36047098400;Census Tract 984, Kings County, New York;med_inc;97386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1303;36047050600;Census Tract 506, Kings County, New York;population;5820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1304;36047050600;Census Tract 506, Kings County, New York;poverty;5754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1305;36047050600;Census Tract 506, Kings County, New York;med_inc;73077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1306;36047076400;Census Tract 764, Kings County, New York;population;4230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1307;36047076400;Census Tract 764, Kings County, New York;poverty;4226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1308;36047076400;Census Tract 764, Kings County, New York;med_inc;72889;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1309;36081063302;Census Tract 633.02, Queens County, New York;population;1857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1310;36081063302;Census Tract 633.02, Queens County, New York;poverty;1831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1311;36081063302;Census Tract 633.02, Queens County, New York;med_inc;105417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1312;36005043600;Census Tract 436, Bronx County, New York;population;2214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1313;36005043600;Census Tract 436, Bronx County, New York;poverty;2214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1314;36005043600;Census Tract 436, Bronx County, New York;med_inc;73550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1315;36047119600;Census Tract 1196, Kings County, New York;population;5099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1316;36047119600;Census Tract 1196, Kings County, New York;poverty;5089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1317;36047119600;Census Tract 1196, Kings County, New York;med_inc;43916;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1318;36047066200;Census Tract 662, Kings County, New York;population;1392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1319;36047066200;Census Tract 662, Kings County, New York;poverty;1392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1320;36047066200;Census Tract 662, Kings County, New York;med_inc;83446;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1321;36005031000;Census Tract 310, Bronx County, New York;population;4507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1322;36005031000;Census Tract 310, Bronx County, New York;poverty;3563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1323;36005031000;Census Tract 310, Bronx County, New York;med_inc;111106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1324;36081011100;Census Tract 111, Queens County, New York;population;3108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1325;36081011100;Census Tract 111, Queens County, New York;poverty;3092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1326;36081011100;Census Tract 111, Queens County, New York;med_inc;99926;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1327;36081012301;Census Tract 123.01, Queens County, New York;population;2960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1328;36081012301;Census Tract 123.01, Queens County, New York;poverty;2960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1329;36081012301;Census Tract 123.01, Queens County, New York;med_inc;110433;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1330;36081008800;Census Tract 88, Queens County, New York;population;3922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1331;36081008800;Census Tract 88, Queens County, New York;poverty;3894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1332;36081008800;Census Tract 88, Queens County, New York;med_inc;105485;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1333;36047004100;Census Tract 41, Kings County, New York;population;3535;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1334;36047004100;Census Tract 41, Kings County, New York;poverty;3294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1335;36047004100;Census Tract 41, Kings County, New York;med_inc;195750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1336;36061000600;Census Tract 6, New York County, New York;population;10732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1337;36061000600;Census Tract 6, New York County, New York;poverty;10576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1338;36061000600;Census Tract 6, New York County, New York;med_inc;19692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1339;36081049201;Census Tract 492.01, Queens County, New York;population;3325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1340;36081049201;Census Tract 492.01, Queens County, New York;poverty;3319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1341;36081049201;Census Tract 492.01, Queens County, New York;med_inc;74583;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1342;36081011900;Census Tract 119, Queens County, New York;population;1516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1343;36081011900;Census Tract 119, Queens County, New York;poverty;1516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1344;36081011900;Census Tract 119, Queens County, New York;med_inc;72670;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1345;36061020300;Census Tract 203, New York County, New York;population;4036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1346;36061020300;Census Tract 203, New York County, New York;poverty;1073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1347;36061020300;Census Tract 203, New York County, New York;med_inc;58835;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1348;36005023302;Census Tract 233.02, Bronx County, New York;population;3982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1349;36005023302;Census Tract 233.02, Bronx County, New York;poverty;3982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1350;36005023302;Census Tract 233.02, Bronx County, New York;med_inc;47857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1351;36081115100;Census Tract 1151, Queens County, New York;population;839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1352;36081115100;Census Tract 1151, Queens County, New York;poverty;829;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1353;36081115100;Census Tract 1151, Queens County, New York;med_inc;81563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1354;36081016100;Census Tract 161, Queens County, New York;population;2589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1355;36081016100;Census Tract 161, Queens County, New York;poverty;2589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1356;36081016100;Census Tract 161, Queens County, New York;med_inc;93802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1357;36081076902;Census Tract 769.02, Queens County, New York;population;1168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1358;36081076902;Census Tract 769.02, Queens County, New York;poverty;1168;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1359;36081076902;Census Tract 769.02, Queens County, New York;med_inc;98438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1360;36047029700;Census Tract 297, Kings County, New York;population;4761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1361;36047029700;Census Tract 297, Kings County, New York;poverty;4720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1362;36047029700;Census Tract 297, Kings County, New York;med_inc;85577;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1363;36047042000;Census Tract 420, Kings County, New York;population;1812;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1364;36047042000;Census Tract 420, Kings County, New York;poverty;1803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1365;36047042000;Census Tract 420, Kings County, New York;med_inc;70588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1366;36081072100;Census Tract 721, Queens County, New York;population;4781;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1367;36081072100;Census Tract 721, Queens County, New York;poverty;4742;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1368;36081072100;Census Tract 721, Queens County, New York;med_inc;76318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1369;36047050100;Census Tract 501, Kings County, New York;population;3373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1370;36047050100;Census Tract 501, Kings County, New York;poverty;3373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1371;36047050100;Census Tract 501, Kings County, New York;med_inc;98750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1372;36061011800;Census Tract 118, New York County, New York;population;9567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1373;36061011800;Census Tract 118, New York County, New York;poverty;9547;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1374;36061011800;Census Tract 118, New York County, New York;med_inc;158472;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1375;36047006901;Census Tract 69.01, Kings County, New York;population;1838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1376;36047006901;Census Tract 69.01, Kings County, New York;poverty;1784;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1377;36047006901;Census Tract 69.01, Kings County, New York;med_inc;128411;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1378;36081025800;Census Tract 258, Queens County, New York;population;2212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1379;36081025800;Census Tract 258, Queens County, New York;poverty;2212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1380;36081025800;Census Tract 258, Queens County, New York;med_inc;83828;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1381;36005042200;Census Tract 422, Bronx County, New York;population;2873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1382;36005042200;Census Tract 422, Bronx County, New York;poverty;2873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1383;36005042200;Census Tract 422, Bronx County, New York;med_inc;64181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1384;36081051200;Census Tract 512, Queens County, New York;population;2724;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1385;36081051200;Census Tract 512, Queens County, New York;poverty;2686;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1386;36081051200;Census Tract 512, Queens County, New York;med_inc;87917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1387;36081129104;Census Tract 1291.04, Queens County, New York;population;4384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.738.993; 40.741116)));;;;;;;
1388;36081129104;Census Tract 1291.04, Queens County, New York;poverty;4384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.738.993; 40.741116)));;;;;;;
1389;36081129104;Census Tract 1291.04, Queens County, New York;med_inc;96711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.738.993; 40.741116)));;;;;;;
1390;36081014100;Census Tract 141, Queens County, New York;population;1680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1391;36081014100;Census Tract 141, Queens County, New York;poverty;1680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1392;36081014100;Census Tract 141, Queens County, New York;med_inc;86563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1393;36081080900;Census Tract 809, Queens County, New York;population;7434;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.737.154;40.734.582;40.733.783;40.732.038;40.731.989;40.731.277;40.730.604;40.729.999; 
40.729.607;40.729.445;40.728.864;40.728.559;40.728.285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1394;36081080900;Census Tract 809, Queens County, New York;poverty;6925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.737.154;40.734.582;40.733.783;40.732.038;40.731.989;40.731.277;40.730.604;40.729.999; 
40.729.607;40.729.445;40.728.864;40.728.559;40.728.285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1395;36081080900;Census Tract 809, Queens County, New York;med_inc;73946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.737.154;40.734.582;40.733.783;40.732.038;40.731.989;40.731.277;40.730.604;40.729.999; 
40.729.607;40.729.445;40.728.864;40.728.559;40.728.285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1396;36085020100;Census Tract 201, Richmond County, New York;population;3777;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.630.897;40.629.609;40.626.328;40.624.546;40.622.702;40.621.654;40.620.361; ;
40.619.007;40.618.408;40.618.294;40.617.265;40.617.738;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1397;36085020100;Census Tract 201, Richmond County, New York;poverty;3769;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.630.897;40.629.609;40.626.328;40.624.546;40.622.702;40.621.654;40.620.361; ;
40.619.007;40.618.408;40.618.294;40.617.265;40.617.738;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1398;36085020100;Census Tract 201, Richmond County, New York;med_inc;104750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.630.897;40.629.609;40.626.328;40.624.546;40.622.702;40.621.654;40.620.361; ;
40.619.007;40.618.408;40.618.294;40.617.265;40.617.738;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1399;36047063600;Census Tract 636, Kings County, New York;population;1254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1400;36047063600;Census Tract 636, Kings County, New York;poverty;1254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1401;36047063600;Census Tract 636, Kings County, New York;med_inc;128636;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1402;36047002300;Census Tract 23, Kings County, New York;population;4418;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1403;36047002300;Census Tract 23, Kings County, New York;poverty;4261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1404;36047002300;Census Tract 23, Kings County, New York;med_inc;21342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1405;36047030200;Census Tract 302, Kings County, New York;population;4448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1406;36047030200;Census Tract 302, Kings County, New York;poverty;4448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1407;36047030200;Census Tract 302, Kings County, New York;med_inc;76625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1408;36085016901;Census Tract 169.01, Richmond County, New York;population;3870;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.610.173; 40.613076)));;;;;;;
1409;36085016901;Census Tract 169.01, Richmond County, New York;poverty;3870;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.610.173; 40.613076)));;;;;;;
1410;36085016901;Census Tract 169.01, Richmond County, New York;med_inc;136506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.610.173; 40.613076)));;;;;;;
1411;36081074300;Census Tract 743, Queens County, New York;population;4423;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1412;36081074300;Census Tract 743, Queens County, New York;poverty;4412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1413;36081074300;Census Tract 743, Queens County, New York;med_inc;76875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1414;36081028200;Census Tract 282, Queens County, New York;population;2116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1415;36081028200;Census Tract 282, Queens County, New York;poverty;2116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1416;36081028200;Census Tract 282, Queens County, New York;med_inc;55197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1417;36005028300;Census Tract 283, Bronx County, New York;population;2841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1418;36005028300;Census Tract 283, Bronx County, New York;poverty;2839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1419;36005028300;Census Tract 283, Bronx County, New York;med_inc;22971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1420;36085023900;Census Tract 239, Richmond County, New York;population;3729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1421;36085023900;Census Tract 239, Richmond County, New York;poverty;3704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1422;36085023900;Census Tract 239, Richmond County, New York;med_inc;74837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1423;36081028000;Census Tract 280, Queens County, New York;population;1460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1424;36081028000;Census Tract 280, Queens County, New York;poverty;1460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1425;36081028000;Census Tract 280, Queens County, New York;med_inc;52083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1426;36081058300;Census Tract 583, Queens County, New York;population;3718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1427;36081058300;Census Tract 583, Queens County, New York;poverty;3718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1428;36081058300;Census Tract 583, Queens County, New York;med_inc;82772;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1429;36061015700;Census Tract 157, New York County, New York;population;10447;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1430;36061015700;Census Tract 157, New York County, New York;poverty;9966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1431;36061015700;Census Tract 157, New York County, New York;med_inc;140734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1432;36047028300;Census Tract 283, Kings County, New York;population;4015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1433;36047028300;Census Tract 283, Kings County, New York;poverty;3966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1434;36047028300;Census Tract 283, Kings County, New York;med_inc;40559;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1435;36005040304;Census Tract 403.04, Bronx County, New York;population;3641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1436;36005040304;Census Tract 403.04, Bronx County, New York;poverty;3619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1437;36005040304;Census Tract 403.04, Bronx County, New York;med_inc;31765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1438;36047029500;Census Tract 295, Kings County, New York;population;4113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1439;36047029500;Census Tract 295, Kings County, New York;poverty;4113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1440;36047029500;Census Tract 295, Kings County, New York;med_inc;80197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1441;36061002800;Census Tract 28, New York County, New York;population;6483;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1442;36061002800;Census Tract 28, New York County, New York;poverty;6453;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1443;36061002800;Census Tract 28, New York County, New York;med_inc;52448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1444;36005017500;Census Tract 175, Bronx County, New York;population;6768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1445;36005017500;Census Tract 175, Bronx County, New York;poverty;6747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1446;36005017500;Census Tract 175, Bronx County, New York;med_inc;25767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1447;36047044800;Census Tract 448, Kings County, New York;population;1918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1448;36047044800;Census Tract 448, Kings County, New York;poverty;1884;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
